id,pop_total,county,state,pop_class,year,broadband_pct,total_pop_enrolled,percent_total_pop_enrolled,margin_total_pop,est_total_households_frm_income,est_med_income_households,est_total_families,est_med_income_families,est_total_pop_16_over,est_emp_pop_ratio_16_over,est_unemp_pop_ratio_16_over,est_total_households_frm_devices,est_total_households_with_device,est_total_households_with_desktop,est_total_households_with_no,est_total_households_with_smartphone,est_total_households_with_no2,est_total_households_with_portable,est_total_households_with_no3,est_total_households_with_other,est_total_households_with_no4,est_total_households_none,est_total_households_with_sub,est_total_households_with_du,est_total_households_with_broadband,est_total_households_with_cellular,est_total_households_with_cell_no,est_total_households_with_cable,est_total_households_with_sat,est_total_households_without_sub,pct_total_households_with_device,pct_total_households_with_desktop,pct_total_households_with_no,pct_total_households_with_smartphone,pct_total_households_with_no2,pct_total_households_with_portable,pct_total_households_with_no3,pct_total_households_with_other,pct_total_households_with_no4,pct_total_households_no_device,pct_total_households_with_sub,pct_total_households_with_du,pct_total_households_with_broadband,pct_total_households_with_cellular,pct_total_households_with_cell_no,pct_total_households_with_cable,pct_total_households_with_sat,pct_total_households_without_sub,total_one_device,total_multi_device,total_without_device,total_households_org,est_total_households_official,est_avg_household_size,est_total_families_official,est_avg_families_size,state_code,region,division,x_est_med_income_households,income_label,income_score,desktop_rank,smartphone_rank,portable_rank,no_device_rank,bdbd_score
0500000US01021,45014.0,Chilton County,Alabama,Micro Area,2018.0,61.800003000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01023,12665.0,Choctaw County,Alabama,Micro Area,2018.0,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01025,23087.0,Clarke County,Alabama,Micro Area,2018.0,53.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01027,14236.0,Clay County,Alabama,Micro Area,2018.0,68.199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,3
0500000US01029,15056.0,Cleburne County,Alabama,Micro Area,2018.0,60.399997000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01031,53465.0,Coffee County,Alabama,Small Metro Area,2018.0,77.600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,4
0500000US01033,57227.0,Colbert County,Alabama,Small Metro Area,2018.0,68.199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,3
0500000US01035,11597.0,Conecuh County,Alabama,Micro Area,2018.0,47.199999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01037,10387.0,Coosa County,Alabama,Micro Area,2018.0,64.300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01039,37570.0,Covington County,Alabama,Micro Area,2018.0,68.599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,3
0500000US01041,13194.0,Crenshaw County,Alabama,Micro Area,2018.0,59.600001999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01043,87866.0,Cullman County,Alabama,Small Metro Area,2018.0,69.89999999999999,13985.0,78.8,760.0,30323.0,44612.0,21587.0,54852.0,66680.0,53.8,4.3,66680.0,3861.0,4500.0,5424.0,4850.0,10131.0,10843.0,5407.0,6123.0,9116.0,6425.0,63420.0,,,,,,,,86.6,63.0,2.2,79.4,13.0,56.1,2.3,1.5,0.2,13.4,80.8,0.7,80.1,70.9,23.8,49.3,9.9,19.2,30078.0,26316.0,6425.0,66680.0,30323.0,2.71,21587.0,3.2,AL,South,East South Central,44.612,Just Above Poverty,2.0,2,3,3,4,3
0500000US01045,49326.0,Dale County,Alabama,Micro Area,2018.0,72.900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,3
0500000US01047,38462.0,Dallas County,Alabama,Micro Area,2018.0,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01049,71608.0,DeKalb County,Alabama,Small Metro Area,2018.0,66.999996,13367.0,86.8,617.0,26462.0,36998.0,19148.0,50728.0,57239.0,51.7,3.2,57239.0,4894.0,4176.0,4084.0,4561.0,8261.0,9548.0,4533.0,4921.0,7377.0,4884.0,49530.0,,,,,,,,85.7,60.0,5.4,77.3,15.8,49.5,1.2,0.9,0.0,14.3,78.0,0.0,78.0,70.1,18.7,54.6,7.8,22.0,24255.0,23206.0,4884.0,57239.0,26462.0,2.66,19148.0,3.16,AL,South,East South Central,36.998,Just Above Poverty,2.0,2,2,2,4,2
0500000US01051,87977.0,Elmore County,Alabama,Small Metro Area,2018.0,79.60000000000001,13077.0,72.0,544.0,30155.0,60796.0,22103.0,66541.0,65407.0,52.4,5.3,65407.0,3767.0,4847.0,6563.0,5577.0,10087.0,11642.0,5364.0,5261.0,7550.0,4749.0,49630.0,,,,,,,,86.6,71.4,2.0,82.8,9.3,64.5,1.0,2.4,0.0,13.4,82.1,0.1,82.0,67.4,9.9,67.9,7.3,17.9,29564.0,27327.0,4749.0,65407.0,30155.0,2.57,22103.0,3.05,AL,South,East South Central,60.796,Middle Income,3.0,3,3,3,4,5
0500000US01053,36757.0,Escambia County,Alabama,Micro Area,2018.0,57.300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01055,103436.0,Etowah County,Alabama,Small Metro Area,2018.0,73.400003,16142.0,76.0,862.0,38625.0,45868.0,26319.0,60788.0,82575.0,53.5,5.2,82575.0,4090.0,7116.0,6650.0,5610.0,12232.0,13422.0,5946.0,7877.0,11519.0,8113.0,66928.0,13480.0,,,,,,,88.1,61.7,4.4,79.7,17.2,49.0,1.0,1.7,0.4,11.9,81.8,0.0,81.8,72.8,19.6,57.1,7.4,18.2,36347.0,34025.0,8113.0,82575.0,38625.0,2.62,26319.0,3.13,AL,South,East South Central,45.868,Just Above Poverty,2.0,2,3,2,3,3
0500000US01057,16321.0,Fayette County,Alabama,Micro Area,2018.0,68.900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,3
0500000US01059,32113.0,Franklin County,Alabama,Micro Area,2018.0,59.699999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01061,26659.0,Geneva County,Alabama,Micro Area,2018.0,66.900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01063,7730.0,Greene County,Alabama,Rural Area,2018.0,46.199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01065,14785.0,Hale County,Alabama,Micro Area,2018.0,54.899997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01067,17146.0,Henry County,Alabama,Micro Area,2018.0,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,3
0500000US01069,107202.0,Houston County,Alabama,Small Metro Area,2018.0,70.39999999999999,18302.0,74.0,456.0,38861.0,48105.0,25002.0,63720.0,83421.0,53.7,6.0,83421.0,5009.0,6223.0,6904.0,6859.0,12633.0,13289.0,6694.0,7020.0,11027.0,7763.0,59431.0,22314.0,,,,,,,81.9,64.2,9.9,69.7,12.5,47.2,0.9,1.9,0.1,18.1,74.7,0.5,74.2,63.7,13.7,57.7,5.1,25.3,37258.0,33391.0,7763.0,83421.0,38861.0,2.67,25002.0,3.4,AL,South,East South Central,48.105000000000004,Just Above Poverty,2.0,2,1,2,5,3
0500000US01071,52579.0,Jackson County,Alabama,Small Metro Area,2018.0,67.10000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01073,674721.0,Jefferson County,Alabama,Medium Metro Area,2018.0,76.4,107246.0,66.7,2039.0,255940.0,55206.0,159115.0,72335.0,527740.0,56.6,6.7,527740.0,34269.0,41548.0,50415.0,45299.0,84162.0,80533.0,41326.0,45488.0,61976.0,42724.0,281283.0,221613.0,,,,,,,89.1,71.4,3.0,82.7,10.8,57.9,1.0,1.8,0.0,10.9,83.5,0.1,83.4,76.1,15.0,65.0,7.7,16.5,237879.0,212868.0,42724.0,527740.0,255940.0,2.51,159115.0,3.22,AL,South,East South Central,55.206,Middle Income,3.0,3,3,3,3,4
0500000US01075,13972.0,Lamar County,Alabama,Micro Area,2018.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01077,93564.0,Lauderdale County,Alabama,Small Metro Area,2018.0,68.700004,11876.0,62.6,612.0,38670.0,49014.0,27140.0,62759.0,76012.0,56.5,2.3,76012.0,4464.0,7145.0,6287.0,5030.0,10100.0,11718.0,7136.0,5713.0,10360.0,8059.0,66402.0,,,,,,,,85.8,67.6,6.4,76.1,12.6,51.2,1.5,2.4,0.0,14.2,76.1,0.1,76.0,67.9,20.4,49.9,8.9,23.9,33883.0,29606.0,8059.0,76012.0,38670.0,2.34,27140.0,2.77,AL,South,East South Central,49.014,Just Above Poverty,2.0,2,2,2,4,3
0500000US01079,33073.0,Lawrence County,Alabama,Micro Area,2018.0,59.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01081,174241.0,Lee County,Alabama,Small Metro Area,2018.0,80.300003,25795.0,44.7,1889.0,59336.0,46456.0,37314.0,74592.0,132509.0,55.5,5.8,132509.0,12466.0,22390.0,11540.0,10022.0,18918.0,19737.0,8274.0,9275.0,13335.0,6552.0,95278.0,28839.0,,,,,,,92.6,78.8,2.9,87.8,6.3,67.7,0.8,2.5,0.0,7.4,82.0,0.4,81.6,75.0,10.0,66.9,14.1,18.0,52067.0,61424.0,6552.0,132509.0,59336.0,2.66,37314.0,3.29,AL,South,East South Central,46.456,Just Above Poverty,2.0,3,3,3,3,5
0500000US01083,103570.0,Limestone County,Alabama,Small Metro Area,2018.0,76.600003,19196.0,73.7,1465.0,32333.0,67000.0,23006.0,77707.0,76535.0,54.1,5.1,76535.0,5629.0,3940.0,5659.0,7156.0,13419.0,13074.0,7025.0,5538.0,9066.0,6029.0,61408.0,11348.0,,,,,,,91.1,74.3,3.1,82.9,7.3,68.5,1.0,3.1,0.0,8.9,82.0,0.1,81.9,68.8,10.8,63.7,11.9,18.0,35169.0,29708.0,6029.0,76535.0,32333.0,2.89,23006.0,3.48,AL,South,East South Central,67.0,Middle Income,3.0,3,3,3,3,4
0500000US01085,10311.0,Lowndes County,Alabama,Micro Area,2018.0,49.399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01087,19532.0,Macon County,Alabama,Micro Area,2018.0,55.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01089,388153.0,Madison County,Alabama,Medium Metro Area,2018.0,83.89999900000001,59636.0,62.8,1345.0,152723.0,63111.0,97542.0,80584.0,296893.0,59.6,5.2,296893.0,20545.0,23676.0,26964.0,24864.0,45578.0,48567.0,30309.0,20725.0,32318.0,23347.0,203756.0,70182.0,,,,,9673.0,,93.2,80.6,3.7,86.9,7.0,63.9,1.0,2.3,0.0,6.8,88.1,0.1,88.0,78.0,8.3,76.3,6.3,11.9,135169.0,117832.0,23347.0,296893.0,152723.0,2.34,97542.0,2.94,AL,South,East South Central,63.111000000000004,Middle Income,3.0,3,3,3,3,5
0500000US01091,19323.0,Marengo County,Alabama,Micro Area,2018.0,53.100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01093,29341.0,Marion County,Alabama,Micro Area,2018.0,64.599997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01095,97612.0,Marshall County,Alabama,Small Metro Area,2018.0,74.5,18014.0,78.7,720.0,36022.0,47528.0,24111.0,58143.0,74664.0,54.3,4.4,74664.0,4833.0,5520.0,6036.0,4717.0,12141.0,12608.0,6038.0,6284.0,9344.0,7143.0,68800.0,,,,,,,,88.8,64.3,3.6,82.2,17.4,54.0,0.7,1.6,0.0,11.2,83.2,0.0,83.2,77.8,17.9,61.4,5.6,16.8,33559.0,29129.0,7143.0,74664.0,36022.0,2.64,24111.0,3.24,AL,South,East South Central,47.528,Just Above Poverty,2.0,2,3,3,3,4
0500000US01097,414809.0,Mobile County,Alabama,Medium Metro Area,2018.0,72.2,70420.0,71.7,1735.0,158627.0,43061.0,100153.0,55711.0,328844.0,52.1,5.6,328844.0,21607.0,27026.0,30501.0,28019.0,49083.0,50814.0,29178.0,26058.0,39373.0,27185.0,197724.0,113587.0,,,,,,,88.1,62.4,3.7,81.5,18.9,46.8,1.1,1.3,0.0,11.9,79.3,2.1,77.3,70.4,21.7,51.5,7.9,20.7,148135.0,131917.0,27185.0,328844.0,158627.0,2.57,100153.0,3.27,AL,South,East South Central,43.061,Just Above Poverty,2.0,2,3,2,3,3
0500000US01099,19772.0,Monroe County,Alabama,Micro Area,2018.0,41.600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01101,228954.0,Montgomery County,Alabama,Small Metro Area,2018.0,77.399999,39155.0,69.8,1217.0,87553.0,49989.0,54249.0,64057.0,179561.0,54.2,6.5,179561.0,12704.0,15521.0,17627.0,15162.0,28254.0,27604.0,14872.0,13541.0,20454.0,13822.0,67001.0,102655.0,,,,,,,88.5,65.5,3.0,81.9,14.9,59.3,1.3,2.2,0.0,11.5,82.4,0.2,82.2,74.4,13.1,65.8,5.8,17.6,81207.0,71828.0,13822.0,179561.0,87553.0,2.5,54249.0,3.23,AL,South,East South Central,49.989000000000004,Just Above Poverty,2.0,2,3,3,3,4
0500000US01103,123421.0,Morgan County,Alabama,Small Metro Area,2018.0,72.799999,20762.0,74.4,1649.0,45851.0,53260.0,32627.0,66035.0,95485.0,56.3,3.3,95485.0,6688.0,7421.0,6442.0,7312.0,14793.0,15950.0,7894.0,8521.0,12050.0,8414.0,75775.0,,,,,,,,86.3,73.0,5.9,78.6,8.5,58.6,0.5,3.2,0.0,13.7,80.6,0.2,80.4,59.5,14.9,62.0,7.0,19.4,41179.0,39204.0,8414.0,95485.0,45851.0,2.56,32627.0,3.11,AL,South,East South Central,53.26,Middle Income,3.0,3,3,3,4,3
0500000US01105,8511.0,Perry County,Alabama,Rural Area,2018.0,46.199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01107,19123.0,Pickens County,Alabama,Micro Area,2018.0,62.799996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01109,33009.0,Pike County,Alabama,Micro Area,2018.0,59.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01111,21967.0,Randolph County,Alabama,Micro Area,2018.0,68.900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,3
0500000US01113,59183.0,Russell County,Alabama,Small Metro Area,2018.0,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01115,91103.0,St. Clair County,Alabama,Small Metro Area,2018.0,75.199997,15765.0,76.4,873.0,30765.0,56602.0,22372.0,65961.0,70685.0,54.7,3.8,70685.0,4441.0,4265.0,5895.0,5541.0,11349.0,12208.0,6638.0,5588.0,9027.0,5733.0,61802.0,,,,,,,,88.0,72.5,7.6,75.8,5.6,63.7,1.2,1.3,0.0,12.0,83.7,0.6,83.1,73.2,9.1,69.2,7.5,16.3,32909.0,27602.0,5733.0,70685.0,30765.0,2.81,22372.0,3.36,AL,South,East South Central,56.602000000000004,Middle Income,3.0,3,2,3,3,4
0500000US01117,223024.0,Shelby County,Alabama,Small Metro Area,2018.0,86.399996,36791.0,66.8,1814.0,80944.0,71230.0,55341.0,92478.0,173097.0,62.0,3.2,173097.0,11580.0,12128.0,14154.0,12736.0,31044.0,30165.0,14192.0,13803.0,20352.0,12943.0,139697.0,21241.0,,,,,,,95.2,80.8,2.1,90.6,8.6,72.5,0.5,4.1,0.0,4.8,90.1,0.1,90.0,83.1,10.0,76.6,9.0,9.9,79742.0,68832.0,12943.0,173097.0,80944.0,2.63,55341.0,3.19,AL,South,East South Central,71.23,Upper Middle Income,4.0,3,4,4,3,5
0500000US01119,12345.0,Sumter County,Alabama,Micro Area,2018.0,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01121,82149.0,Talladega County,Alabama,Small Metro Area,2018.0,69.800001,13255.0,76.8,720.0,31219.0,40315.0,21701.0,52637.0,65419.0,48.8,8.5,65419.0,4902.0,4242.0,5479.0,4388.0,10014.0,10796.0,5119.0,6057.0,8757.0,5665.0,42887.0,21348.0,,,,,,,85.2,64.7,5.1,77.3,12.3,56.3,1.2,1.0,0.0,14.8,81.6,0.2,81.3,71.1,15.7,57.1,13.3,18.4,29369.0,25483.0,5665.0,65419.0,31219.0,2.45,21701.0,2.94,AL,South,East South Central,40.315,Just Above Poverty,2.0,2,2,3,4,3
0500000US01123,41311.0,Tallapoosa County,Alabama,Micro Area,2018.0,70.000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,3
0500000US01125,227036.0,Tuscaloosa County,Alabama,Small Metro Area,2018.0,77.999997,31619.0,49.5,1503.0,74053.0,54459.0,48006.0,70370.0,170265.0,58.1,4.1,170265.0,19694.0,19909.0,16977.0,14200.0,24947.0,23240.0,11866.0,11960.0,16811.0,10661.0,113167.0,52414.0,,,,,,,90.2,69.6,3.9,84.1,13.8,55.7,1.1,2.8,0.0,9.8,82.4,0.4,81.9,76.9,13.8,64.5,8.8,17.6,70601.0,69309.0,10661.0,170265.0,74053.0,2.68,48006.0,3.26,AL,South,East South Central,54.459,Middle Income,3.0,3,3,3,3,4
0500000US01127,65342.0,Walker County,Alabama,Small Metro Area,2018.0,68.000001,10388.0,75.2,539.0,24870.0,47602.0,16729.0,63021.0,50948.0,49.6,7.9,50948.0,2660.0,3504.0,4241.0,3827.0,7174.0,8229.0,6049.0,3203.0,7142.0,4919.0,45982.0,,,,,,,,82.9,58.5,4.3,76.7,16.4,48.4,0.8,2.8,0.0,17.1,77.7,0.4,77.3,69.5,22.0,47.5,11.0,22.3,24606.0,18763.0,4919.0,50948.0,24870.0,2.53,16729.0,3.05,AL,South,East South Central,47.602000000000004,Just Above Poverty,2.0,1,2,2,4,3
0500000US01129,15388.0,Washington County,Alabama,Micro Area,2018.0,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01131,10600.0,Wilcox County,Alabama,Micro Area,2018.0,49.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US01133,23540.0,Winston County,Alabama,Micro Area,2018.0,62.199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,South,East South Central,,Unknown,,0,0,0,0,2
0500000US02013,3420.0,Aleutians East Borough,Alaska,Rural Area,2018.0,67.299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AK,West,Pacific,,Unknown,,0,0,0,0,2
0500000US02016,5232.0,Aleutians West Census Area,Alaska,Rural Area,2018.0,75.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AK,West,Pacific,,Unknown,,0,0,0,0,4
0500000US02020,291247.0,Anchorage Municipality,Alaska,Medium Metro Area,2018.0,88.700002,50223.0,64.7,1379.0,105285.0,83648.0,69667.0,99797.0,227669.0,63.5,5.5,227669.0,14996.0,20844.0,25821.0,22788.0,38979.0,36646.0,18903.0,15883.0,21792.0,11017.0,149870.0,12172.0,17047.0,22586.0,,,16660.0,18933.0,97.6,84.4,2.0,93.8,8.9,70.8,0.5,5.4,0.0,2.4,91.9,0.1,91.8,85.6,12.2,78.1,4.0,8.1,105495.0,96161.0,11017.0,227669.0,105285.0,2.71,69667.0,3.27,AK,West,Pacific,83.648,Upper Middle Income,4.0,3,4,4,2,5
