"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US18039","Elkhart County, Indiana","73660","1927","5.6","1.5","2.3","0.8","9.8","2.0","8.7","1.9","14.6","2.1","22.8","2.5","15.2","2.2","12.9","1.8","4.6","1.2","3.5","0.9","58350","4112","71886","2985","36.2","(X)","(X)","(X)","(X)","(X)","53807","2319","4.7","1.9","1.3","0.9","6.5","2.0","8.5","2.2","13.1","2.3","24.5","3.2","16.7","2.7","14.5","2.2","5.8","1.6","4.5","1.2","64589","2727","79776","3729","(X)","(X)","36.2","(X)","(X)","(X)","39610","2385","1.4","0.9","0.4","0.4","3.8","1.6","5.3","2.1","11.8","2.7","26.7","3.5","20.1","3.5","17.3","2.5","7.7","2.2","5.6","1.7","75816","5593","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19853","1902","10.9","3.6","5.4","2.2","17.0","3.7","13.0","4.2","19.1","4.0","19.0","4.7","7.4","2.9","6.6","3.1","1.6","1.3","0.0","0.8","36619","3054","44092","3680","(X)","(X)","(X)","(X)","33.3","(X)"
"0500000US18043","Floyd County, Indiana","30300","992","2.7","1.0","4.2","1.6","9.0","2.5","6.4","1.7","13.8","2.8","20.0","3.0","13.1","2.6","20.0","3.1","4.9","1.5","6.0","1.8","66391","8953","85837","7131","27.2","(X)","(X)","(X)","(X)","(X)","19707","1166","1.2","0.9","2.4","1.5","4.6","2.2","3.8","1.8","11.7","2.9","21.0","3.3","13.7","2.7","26.4","4.0","7.4","2.4","7.8","2.4","85214","8790","99715","7395","(X)","(X)","30.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96901","8577","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10593","1155","5.5","2.6","7.7","3.5","17.0","5.4","11.9","4.1","19.6","5.7","19.2","6.0","10.6","4.6","5.5","3.2","0.3","0.5","2.6","1.9","41273","5116","57479","13287","(X)","(X)","(X)","(X)","18.7","(X)"
"0500000US18053","Grant County, Indiana","26923","973","6.7","2.1","6.6","2.3","13.1","3.2","10.9","2.4","18.2","3.4","20.0","3.8","12.6","3.1","9.5","2.6","1.8","1.1","0.6","0.7","44839","3343","54737","3813","38.1","(X)","(X)","(X)","(X)","(X)","17508","1338","6.1","2.7","4.8","2.7","6.5","3.3","10.0","3.2","19.1","4.6","19.7","4.3","17.0","4.3","13.6","3.9","2.3","1.6","1.0","1.1","52804","5626","63960","5171","(X)","(X)","35.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66635","8716","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9415","1212","11.0","4.9","11.6","4.9","25.2","6.6","11.1","4.3","16.9","5.8","17.7","6.2","4.3","3.0","2.2","1.9","0.0","1.7","0.0","1.7","27740","5468","33979","3467","(X)","(X)","(X)","(X)","39.0","(X)"
"0500000US18057","Hamilton County, Indiana","122876","1759","2.0","0.8","1.5","0.6","4.9","1.2","4.9","1.1","8.2","1.3","15.2","1.7","13.1","1.7","23.8","2.0","10.9","1.5","15.5","1.8","100209","3812","132032","8159","25.6","(X)","(X)","(X)","(X)","(X)","93370","2687","0.7","0.4","1.0","0.6","4.2","1.5","2.6","0.8","5.2","1.1","14.9","2.2","13.6","1.9","25.4","2.6","13.4","1.9","19.2","2.2","112397","5794","150771","10145","(X)","(X)","24.8","(X)","(X)","(X)","78175","3024","0.3","0.3","0.5","0.5","1.9","1.1","2.1","0.8","3.8","1.1","12.5","2.4","13.5","2.2","27.6","2.9","15.7","2.2","22.0","2.6","124906","4202","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29506","2619","6.8","3.1","3.2","1.3","9.2","2.9","11.6","3.4","17.6","4.5","17.9","4.0","11.6","3.6","16.0","4.0","2.6","1.4","3.6","1.6","51471","5718","68243","6392","(X)","(X)","(X)","(X)","26.3","(X)"
"0500000US18059","Hancock County, Indiana","29605","726","2.9","1.5","4.1","2.6","6.0","2.3","9.3","2.8","9.2","3.4","22.1","5.0","17.4","4.6","17.0","3.6","7.1","3.1","4.9","2.7","71653","5509","82281","6227","26.1","(X)","(X)","(X)","(X)","(X)","20426","1520","2.0","1.8","0.7","0.8","1.7","1.2","6.7","3.3","9.6","3.7","23.4","6.1","21.1","5.8","19.6","4.6","8.4","3.6","6.8","3.9","83358","8193","94675","8431","(X)","(X)","25.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87336","6026","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9179","1499","5.7","3.6","11.6","8.7","15.6","7.0","15.1","6.0","11.1","7.6","23.9","10.2","6.0","4.4","6.9","5.3","4.1","5.0","0.0","1.8","40087","12508","49731","8450","(X)","(X)","(X)","(X)","28.0","(X)"
"0500000US18063","Hendricks County, Indiana","60368","1368","2.0","0.9","1.1","0.6","4.3","1.5","6.3","1.9","11.9","2.7","19.4","2.6","18.4","2.6","22.9","3.0","7.7","2.2","6.0","1.6","80582","2383","98463","7242","33.5","(X)","(X)","(X)","(X)","(X)","45502","1971","1.4","1.0","0.4","0.3","3.3","1.5","3.4","1.6","8.6","2.8","19.1","2.9","19.6","3.1","27.1","3.9","9.1","2.6","8.0","2.1","90372","4867","111771","9080","(X)","(X)","31.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","100729","6103","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14866","1939","4.3","2.4","3.6","2.2","9.1","4.6","14.6","4.7","20.4","6.1","21.5","6.2","14.3","5.3","8.9","4.1","3.3","3.7","0.0","1.1","49000","4050","55925","5979","(X)","(X)","(X)","(X)","37.6","(X)"
"0500000US18067","Howard County, Indiana","35139","1401","5.9","1.9","5.0","1.6","9.5","2.7","10.1","2.6","13.2","3.3","20.5","3.5","14.4","2.6","14.1","3.0","4.1","1.7","3.1","1.6","55868","4619","69523","5466","36.3","(X)","(X)","(X)","(X)","(X)","23489","1551","3.9","2.2","4.4","2.0","5.0","2.6","6.9","2.9","11.1","3.2","23.6","4.1","17.8","3.5","17.8","3.8","5.7","2.3","3.8","2.0","66795","6772","80787","7416","(X)","(X)","34.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78903","4076","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11650","1518","10.0","4.3","6.8","4.1","18.4","5.8","16.6","5.9","18.5","6.5","14.0","4.8","6.4","3.5","7.9","5.9","0.8","1.0","0.4","0.7","33855","4803","43783","5380","(X)","(X)","(X)","(X)","39.2","(X)"
"0500000US18081","Johnson County, Indiana","57504","1377","4.0","1.2","2.2","1.2","7.8","2.4","8.4","2.1","11.4","2.3","21.2","3.3","19.1","3.5","14.8","2.5","6.1","1.7","5.0","1.6","68209","5082","83327","4678","37.4","(X)","(X)","(X)","(X)","(X)","41158","2261","2.5","1.3","0.7","0.6","3.7","1.5","4.1","1.5","10.5","2.8","23.0","4.5","23.1","4.5","18.3","3.0","7.6","2.3","6.5","2.1","81844","4959","96752","5400","(X)","(X)","38.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86555","2077","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16346","2024","9.1","3.7","5.9","4.0","18.2","7.1","18.2","6.0","17.1","4.8","16.6","5.5","7.5","3.8","6.5","4.4","0.3","0.4","0.6","0.7","33548","5813","43833","5564","(X)","(X)","(X)","(X)","31.7","(X)"
"0500000US18085","Kosciusko County, Indiana","30798","1441","4.1","1.6","3.6","1.4","5.8","1.6","11.8","2.7","16.6","3.7","23.1","3.3","13.0","2.7","15.1","3.1","3.4","1.5","3.4","1.4","55253","3797","72722","5166","25.7","(X)","(X)","(X)","(X)","(X)","20175","1714","1.9","1.6","0.7","0.8","4.5","2.2","7.7","3.0","16.5","4.1","22.4","3.9","17.7","3.9","20.5","4.5","4.0","1.7","4.0","2.1","70378","6074","85016","7171","(X)","(X)","26.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85152","7008","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10623","1412","10.6","4.4","9.7","4.0","12.5","4.0","19.1","5.7","16.2","5.2","21.1","6.2","4.1","2.8","4.2","3.5","0.8","1.2","1.7","1.9","32384","5271","43326","5381","(X)","(X)","(X)","(X)","21.1","(X)"
"0500000US18089","Lake County, Indiana","186769","2797","6.7","0.9","4.1","0.6","10.9","1.1","10.5","1.1","13.3","1.3","17.5","1.4","13.8","1.1","15.0","1.3","4.7","0.7","3.5","0.6","55154","2149","71527","2143","37.7","(X)","(X)","(X)","(X)","(X)","122000","3489","5.3","1.1","2.8","0.8","7.1","1.1","8.5","1.2","11.9","1.7","18.4","2.0","15.3","1.5","19.2","1.8","6.7","1.0","4.7","0.9","67822","3866","83238","3015","(X)","(X)","38.7","(X)","(X)","(X)","82018","3209","1.5","0.7","1.4","0.7","3.7","1.1","5.2","1.4","10.0","1.7","19.1","2.2","17.9","2.2","25.4","2.5","9.3","1.4","6.4","1.1","86874","4509","101096","3833","(X)","(X)","(X)","(X)","(X)","(X)","64769","3418","11.4","2.0","7.1","1.5","18.5","2.5","14.6","2.0","15.5","2.3","15.3","2.3","10.7","2.2","5.3","1.4","0.5","0.3","1.0","0.5","32807","3429","45358","2827","(X)","(X)","(X)","(X)","33.9","(X)"
"0500000US18091","LaPorte County, Indiana","43122","1279","5.2","1.6","7.1","2.1","12.0","2.5","9.1","2.4","14.6","2.4","19.6","2.3","14.4","2.6","10.5","2.0","4.6","1.5","2.9","1.1","51584","2691","68665","5472","39.3","(X)","(X)","(X)","(X)","(X)","27658","1379","4.3","2.2","2.9","1.7","6.2","1.9","7.3","2.1","14.8","2.9","21.4","3.4","18.6","3.5","14.5","2.9","5.8","2.1","4.1","1.5","66448","6822","83007","7707","(X)","(X)","36.2","(X)","(X)","(X)","19811","1453","1.0","0.9","0.8","0.8","2.4","1.5","5.5","1.9","13.3","3.3","22.9","4.5","21.5","4.4","18.9","3.6","8.2","3.0","5.6","2.0","78785","4906","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15464","1496","8.2","3.1","15.3","4.7","22.0","5.9","13.7","5.4","16.6","4.9","13.8","3.4","6.0","2.2","2.4","1.6","1.3","1.0","0.7","0.7","27592","5830","38918","3728","(X)","(X)","(X)","(X)","41.8","(X)"
"0500000US18095","Madison County, Indiana","50426","1409","8.5","2.1","4.9","1.7","11.8","1.9","11.1","2.3","14.0","2.0","21.5","2.6","10.3","2.0","13.5","2.0","2.5","1.1","1.9","0.7","49615","2986","60839","3187","33.2","(X)","(X)","(X)","(X)","(X)","32081","1602","5.9","2.4","3.0","1.4","8.3","2.3","9.4","2.3","13.0","2.2","24.9","3.4","13.0","2.7","16.6","3.0","3.5","1.5","2.5","1.2","60187","2891","69564","4008","(X)","(X)","35.3","(X)","(X)","(X)","23265","1583","0.8","0.6","1.3","0.9","6.1","2.9","7.0","2.1","12.0","2.4","27.9","4.1","15.5","3.3","21.1","3.8","4.7","2.1","3.5","1.6","70869","4212","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18345","1579","15.8","4.4","9.3","3.6","18.3","3.7","14.5","4.3","15.8","3.7","13.9","3.2","4.4","2.4","6.5","3.1","0.8","0.7","0.8","0.8","29448","3981","42499","5261","(X)","(X)","(X)","(X)","29.0","(X)"
"0500000US18097","Marion County, Indiana","373634","3704","8.1","0.7","5.1","0.7","11.4","0.9","11.2","0.9","16.0","1.1","18.5","1.2","10.7","0.9","11.6","0.9","4.0","0.5","3.5","0.4","47780","1777","67400","2141","36.9","(X)","(X)","(X)","(X)","(X)","206317","5134","5.8","1.0","2.9","0.6","7.2","1.0","9.8","1.2","15.4","1.5","19.6","1.5","13.3","1.2","15.3","1.3","5.8","0.9","4.9","0.6","61579","2027","81251","2875","(X)","(X)","38.9","(X)","(X)","(X)","129717","4631","2.2","0.8","1.0","0.5","3.5","0.7","6.0","1.2","11.7","1.4","21.1","1.9","17.3","1.7","21.3","2.0","8.9","1.3","7.1","0.9","80718","2326","102562","3703","(X)","(X)","(X)","(X)","(X)","(X)","167317","5268","12.1","1.4","8.2","1.3","16.7","1.4","14.0","1.3","16.7","1.7","16.1","2.0","6.8","1.0","6.5","1.2","1.2","0.4","1.6","0.5","33994","2090","47505","2573","(X)","(X)","(X)","(X)","33.2","(X)"
"0500000US18105","Monroe County, Indiana","57102","1586","10.1","2.4","5.8","1.5","12.1","2.7","10.3","2.4","13.6","2.2","16.5","2.7","12.4","2.5","11.7","2.1","4.7","1.5","2.8","1.0","47369","3825","63352","3748","29.6","(X)","(X)","(X)","(X)","(X)","30220","1739","5.1","2.4","4.2","2.2","6.3","2.9","7.5","2.6","11.3","3.1","16.7","4.2","16.7","4.0","20.1","3.9","7.4","2.5","4.8","1.6","72983","6822","85238","6187","(X)","(X)","28.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86653","7007","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26882","2036","16.7","4.1","8.1","2.6","18.0","4.6","13.7","4.4","15.5","3.4","16.1","3.6","8.1","2.7","1.6","1.0","1.6","1.4","0.5","0.9","29785","2638","37896","3232","(X)","(X)","(X)","(X)","29.8","(X)"
"0500000US18109","Morgan County, Indiana","25968","910","6.3","2.4","5.3","2.0","4.5","1.5","7.3","2.9","11.9","3.2","18.9","3.1","20.0","4.1","18.9","3.4","3.7","1.8","3.3","1.8","68338","7279","79105","8104","40.5","(X)","(X)","(X)","(X)","(X)","19642","1367","4.4","2.1","3.6","1.9","1.6","1.0","5.0","2.4","12.4","3.3","22.5","3.7","19.8","4.2","21.6","4.3","4.8","2.3","4.3","2.3","75511","6601","88868","9744","(X)","(X)","40.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84341","5523","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6326","1172","12.8","7.2","10.8","5.2","13.8","6.0","19.1","8.7","9.5","5.7","11.7","5.2","12.4","6.5","9.9","5.4","0.0","2.5","0.0","2.5","31091","5387","44612","7557","(X)","(X)","(X)","(X)","38.2","(X)"
"0500000US18127","Porter County, Indiana","66144","1137","5.5","1.5","3.3","1.5","7.5","1.6","8.8","2.2","13.3","2.0","17.1","2.5","13.7","2.2","16.9","2.5","9.0","1.8","5.0","1.3","66476","5305","82931","3795","26.9","(X)","(X)","(X)","(X)","(X)","43374","2361","4.3","1.7","1.9","1.3","3.3","1.6","6.8","2.4","9.4","2.2","19.1","3.5","16.0","3.1","21.6","3.4","10.6","2.3","7.0","1.9","83072","5608","97373","5232","(X)","(X)","26.2","(X)","(X)","(X)","32474","2132","1.9","1.4","0.4","0.5","1.2","0.7","5.6","2.8","6.9","2.1","17.4","3.3","18.7","4.0","25.2","4.2","13.3","3.0","9.4","2.5","96370","5950","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22770","2070","8.4","3.1","5.9","3.7","14.7","3.4","13.4","3.9","21.3","4.4","14.6","4.1","8.6","3.2","7.9","2.8","4.4","2.3","0.8","0.7","39915","2984","51574","4485","(X)","(X)","(X)","(X)","27.2","(X)"
"0500000US18141","St. Joseph County, Indiana","107730","1563","7.2","1.3","4.7","1.2","10.1","1.3","11.1","1.5","14.0","1.6","17.7","1.8","13.9","1.6","13.2","1.6","4.7","0.9","3.4","0.6","54434","4100","72422","3140","30.3","(X)","(X)","(X)","(X)","(X)","65770","2453","3.6","1.2","2.6","1.1","5.9","1.5","8.0","1.7","13.1","2.1","19.3","2.5","17.3","2.2","18.6","2.3","6.7","1.4","4.8","0.9","70331","4475","87811","3955","(X)","(X)","30.1","(X)","(X)","(X)","48249","2435","1.7","0.8","1.0","0.7","2.4","0.9","6.1","1.6","10.4","1.8","18.6","2.7","21.1","2.7","23.1","2.7","9.0","2.0","6.5","1.3","86878","3981","103782","5071","(X)","(X)","(X)","(X)","(X)","(X)","41960","2382","13.7","3.1","8.3","2.5","18.1","2.8","16.2","3.3","16.3","2.7","13.6","2.8","6.9","2.2","4.4","2.0","1.3","0.8","1.2","0.6","29959","3995","45424","4779","(X)","(X)","(X)","(X)","28.4","(X)"
"0500000US18157","Tippecanoe County, Indiana","70446","1881","10.0","2.1","4.4","1.3","10.4","2.1","11.6","2.1","13.5","2.2","18.2","2.5","11.4","2.1","12.9","1.9","4.5","1.4","3.2","0.9","50256","4357","68166","3607","26.8","(X)","(X)","(X)","(X)","(X)","39265","2263","2.9","1.4","2.0","1.1","5.1","2.1","9.8","2.7","13.3","3.0","20.2","3.7","15.0","3.0","19.1","2.9","7.4","2.4","5.3","1.5","71088","5376","88362","5027","(X)","(X)","25.9","(X)","(X)","(X)","28536","2010","1.3","1.4","0.7","0.6","2.4","1.3","5.6","2.1","10.7","3.1","19.1","4.0","19.1","3.9","24.0","3.6","10.0","3.2","7.1","2.1","88838","7288","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31181","2283","20.4","4.8","7.7","2.6","16.9","4.1","14.0","3.2","14.0","3.0","16.3","3.7","5.2","1.8","4.5","2.2","0.3","0.3","0.7","0.5","28349","4744","40253","4367","(X)","(X)","(X)","(X)","26.8","(X)"
"0500000US18163","Vanderburgh County, Indiana","75058","2145","8.6","1.9","5.3","1.3","11.8","1.9","10.4","2.0","13.4","2.1","17.7","2.3","14.0","2.2","11.4","2.0","4.4","1.5","2.9","1.0","50325","2201","69712","7000","33.7","(X)","(X)","(X)","(X)","(X)","43505","2316","4.4","1.8","2.1","0.9","9.6","2.4","9.1","2.6","12.2","2.8","17.1","2.8","19.4","3.1","15.4","3.0","6.2","2.0","4.6","1.6","66991","5180","88017","11279","(X)","(X)","35.8","(X)","(X)","(X)","30815","2230","1.3","1.0","1.1","0.8","4.5","1.9","5.9","2.3","10.5","3.1","19.4","3.4","23.7","3.8","19.9","3.5","7.9","2.4","5.7","2.1","81104","4848","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31553","2154","15.3","3.5","9.7","2.8","17.5","3.3","11.8","2.3","14.3","3.1","18.2","3.7","5.5","2.0","5.4","2.5","1.7","1.5","0.7","0.6","31265","2765","42385","4360","(X)","(X)","(X)","(X)","28.1","(X)"
"0500000US18167","Vigo County, Indiana","43262","1224","8.5","1.8","5.1","1.9","9.8","2.2","12.3","2.8","15.8","3.1","19.1","3.5","11.8","2.4","10.8","2.3","3.9","1.4","2.8","1.1","48961","2783","64806","4093","32.8","(X)","(X)","(X)","(X)","(X)","24852","1787","4.6","2.2","3.4","1.6","8.1","2.7","9.6","3.6","12.4","3.3","21.2","3.6","14.8","3.5","15.1","3.7","6.3","2.3","4.5","1.8","62641","5000","79097","5745","(X)","(X)","33.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77103","7730","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18410","1817","16.8","4.1","8.3","4.1","15.3","4.5","11.9","3.3","20.4","5.2","14.9","5.0","6.8","2.9","4.3","2.4","0.7","0.8","0.6","0.8","31921","6985","42459","6029","(X)","(X)","(X)","(X)","27.9","(X)"
"0500000US18177","Wayne County, Indiana","28338","1083","6.1","2.4","6.0","2.5","10.7","2.7","14.7","3.6","17.9","3.7","21.0","4.1","10.4","2.2","9.5","2.5","2.0","0.9","1.7","1.2","44928","3391","57827","5633","26.3","(X)","(X)","(X)","(X)","(X)","18288","1341","4.5","2.2","3.6","2.6","7.4","3.2","12.7","4.4","16.6","3.9","24.7","4.9","12.8","3.3","12.4","3.4","2.8","1.3","2.6","1.8","51730","1808","68297","7888","(X)","(X)","23.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63736","12004","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10050","1223","11.0","4.5","14.6","6.0","19.5","5.3","16.2","5.0","20.8","6.1","12.3","5.3","1.5","1.4","4.1","3.3","0.0","1.6","0.0","1.6","27450","4119","32986","4013","(X)","(X)","(X)","(X)","26.1","(X)"
"0500000US19013","Black Hawk County, Iowa","53386","1370","6.2","1.4","7.0","1.7","9.3","1.9","13.2","2.4","11.3","1.8","20.2","2.7","12.6","1.9","12.7","1.9","3.8","1.0","3.7","1.2","51920","2147","69819","3710","33.0","(X)","(X)","(X)","(X)","(X)","32401","1629","4.6","1.7","2.7","1.2","6.2","2.2","9.4","2.7","10.6","2.4","20.3","3.4","17.6","3.1","17.3","2.4","6.0","1.6","5.3","1.9","70736","3015","86485","5269","(X)","(X)","31.4","(X)","(X)","(X)","22700","1506","1.8","1.1","0.5","0.5","2.7","1.3","4.8","1.7","8.2","2.2","21.8","3.9","21.3","3.8","23.5","3.4","8.1","2.2","7.3","2.6","88424","5521","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20985","1630","9.8","2.7","13.5","4.0","17.3","3.6","19.1","4.2","12.3","3.4","20.0","5.1","4.8","1.9","2.5","1.3","0.3","0.3","0.4","0.5","29605","2762","39023","4282","(X)","(X)","(X)","(X)","32.9","(X)"
"0500000US19049","Dallas County, Iowa","35492","987","2.6","1.4","2.7","1.7","6.6","2.4","5.6","1.7","9.0","2.2","16.4","2.9","15.3","3.5","21.5","3.5","12.4","2.5","8.0","2.1","83990","5477","105070","6146","30.1","(X)","(X)","(X)","(X)","(X)","24120","1356","0.8","0.6","1.5","2.0","3.5","1.8","3.3","1.4","5.8","1.9","15.8","3.4","14.9","4.0","27.0","5.1","16.3","3.7","11.0","3.0","108149","11982","126266","8382","(X)","(X)","30.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","126826","7637","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11372","1367","6.8","4.5","5.2","3.1","13.7","6.0","12.8","5.0","15.3","5.9","20.5","5.4","13.1","5.3","7.5","4.0","3.4","2.8","1.6","1.5","43658","7863","56717","5889","(X)","(X)","(X)","(X)","28.6","(X)"
"0500000US19061","Dubuque County, Iowa","38501","857","6.8","1.7","3.7","1.3","9.8","2.2","8.9","1.9","12.7","2.5","19.8","2.7","15.5","2.5","14.1","2.2","4.3","1.3","4.4","1.5","60225","3573","75860","4992","32.6","(X)","(X)","(X)","(X)","(X)","24381","1306","2.6","1.5","0.9","0.5","7.2","2.7","8.3","3.0","10.0","2.7","21.3","3.0","19.5","3.5","17.6","3.0","5.6","1.8","6.9","2.4","74511","4343","92938","7764","(X)","(X)","33.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83386","5095","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14120","1294","14.1","4.2","9.4","3.3","16.0","3.9","12.7","3.7","15.4","4.6","16.5","4.2","6.4","2.4","7.7","3.4","1.6","1.0","0.2","0.4","32451","5527","43374","3528","(X)","(X)","(X)","(X)","30.1","(X)"
"0500000US19103","Johnson County, Iowa","60868","1735","9.4","2.3","4.2","1.2","9.6","1.8","7.4","2.0","11.1","2.1","15.1","2.0","11.3","2.0","17.0","2.4","5.5","1.5","9.3","1.6","63035","5241","90332","5846","25.0","(X)","(X)","(X)","(X)","(X)","33567","2141","4.7","2.7","1.7","1.0","6.0","2.2","5.0","2.3","7.3","1.9","12.3","2.4","16.8","3.4","23.7","3.6","8.1","2.3","14.3","2.9","95326","5670","121211","10042","(X)","(X)","24.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","108461","4949","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27301","2270","15.9","3.8","7.6","2.6","14.8","3.4","10.5","2.8","15.0","4.2","18.5","3.7","5.0","2.0","7.8","2.9","2.1","1.3","2.7","1.4","36078","4272","49894","5610","(X)","(X)","(X)","(X)","24.2","(X)"
"0500000US19113","Linn County, Iowa","91747","1599","4.8","1.3","3.4","1.0","7.4","1.3","8.9","1.4","12.8","1.6","20.5","2.4","13.9","1.7","16.7","1.7","6.2","1.2","5.4","0.9","64103","3291","83719","3475","29.0","(X)","(X)","(X)","(X)","(X)","54685","2775","2.2","1.0","1.4","0.8","4.0","1.5","5.1","1.3","8.6","1.8","22.1","3.1","15.9","2.3","23.0","2.2","9.6","2.1","8.2","1.5","86145","5055","104184","4884","(X)","(X)","29.9","(X)","(X)","(X)","42668","2507","0.5","0.4","0.5","0.5","1.4","0.8","2.0","0.9","7.6","2.2","21.2","3.4","17.1","2.7","27.4","2.5","12.0","2.6","10.5","1.9","99704","4363","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37062","2695","9.3","2.7","6.4","2.2","13.3","2.6","14.9","3.1","19.3","3.5","17.7","3.3","10.3","2.5","6.6","2.3","1.1","0.9","1.1","0.7","39092","2809","51161","4972","(X)","(X)","(X)","(X)","26.7","(X)"
